platinumid,ntabs,ntabscategory
KXU_4UVI,768,medium
KYD_5FPN,4,low
KZ9_2X7C,1800,medium
KZI_3AC1,3240,medium
L0B_4AFH,12960,high
L0Y_4CJS,1000000,high
L15_2UW4,24,low
L1C_2W3I,12672,high
L1D_2W3K,16896,high
L1O_2VIO,36,low
L1X_4EEV,864,medium
L20_2JDS,1296,medium
L21_2W6Z,12,low
L22_2W70,2,low
L23_2W71,16,low
L26_5D24,1536,medium
L28_5D26,768,medium
L33_5D3J,1536,medium
L39_4F4B,1000000,high
L3A_3S2J,3888,medium
L3G_2C0T,259200,high
L40_5D3N,512,medium
L41_3D5F,46656,high
L46_4LZS,32,low
L4G_2AYR,103680,high
L5G_3CD8,24,low
L5S_4C67,116,low
L5V_4CC5,6,low
L5Z_4D38,15552,high
L63_4FW7,72,low
L66_4GK2,24,low
L6G_4RN0,1000000,high
L7G_4RN2,1000000,high
L81_2XJJ,242,low
L87_4GK3,72,low
L8G_4RN1,1000000,high
L8I_3M2W,1350,medium
L9G_3KF7,96,low
L9L_3L9L,7128,medium
LA1_1XUO,25056,high
LA3_3LJT,39204,high
LA7_4CUR,4,low
LAE_2Q0O,14256,high
LAG_1U30,91125,high
LAH_4ZEK,540,medium
LAQ_3A7R,1000000,high
LAR_3SJH,1000000,high
LB2_4R2F,2025,medium
LBP_3LVV,17496,high
LBS_4FFG,88209,high
LBY_2ZIN,2916,medium
LC1_3FFP,4,low
LCM_5A1J,135,low
LD1_3VHV,1800,medium
LDE_3S2L,139968,high
LDN_3Q4U,360,low
LDP_4DTZ,6,low
LEC_3LM1,180,low
LEL_4URA,4,low
LEV_3WZD,96,low
LEW_3G2L,540,medium
LF0_4ID1,1440,medium
LF2_4GVM,96,low
LFC_2HXU,108,low
LFR_2CGL,99,low
LG0_3CS7,1710720,high
LG7_2IHQ,484,low
LGB_3G0W,2178,medium
LGJ_3KQB,1152,medium
LGK_3KQC,25920,high
LGM_3KQE,760320,high
LGW_3NW6,38016,high
LI8_1Z5M,769824,high
LIA_2FVD,180,low
LID_2GTM,144,low
LIF_1YWN,800,medium
LIK_2HLV,34992,high
LK2_2JFF,31104,high
LKG_3CCN,8,low
LL1_3DNE,4,low
LL3_3Q0U,3600,medium
LL5_3Q0W,2160,medium
LLG_3BC4,180,low
LLH_2PP1,72,low
LLX_3MAX,48,low
LM2_1U33,273375,high
LM3_4F9Y,150,low
LM4_4F9W,150,low
LMM_4C61,2592,medium
LMS_4INJ,1188,medium
LMU_4RYN,1000000,high
LMZ_1NQV,8748,medium
LNR_4Y4J,12,low
LOC_4O2B,116,low
LOG_4AZ7,45,low
LQ5_5A14,138240,high
LQT_5A3N,13824,high
LRG_4L96,288,low
LRH_2UYT,33,low
LRO_3W1U,48,low
LRY_4UTU,972,medium
LS1_1KE5,1584,medium
LS2_1KE6,4752,medium
LS4_1KE8,3168,medium
LS5_4FKP,1584,medium
LSJ_4LSJ,4176,medium
LSS_3ZIU,85536,high
LSX_3WQR,432,low
LT6_3LKH,23328,high
LTL_1I05,144,low
LTM_2XM1,45,low
LTS_4LTS,288,low
LTT_2NO9,198,low
LU2_4DGN,2,low
LUN_3QUP,130680,high
LUR_4OTY,120,low
LVA_3HLG,1000000,high
LWS_5AM0,44,low
LWW_4LWW,64,low
LX0_3HF6,3456,medium
LX1_1XBZ,162,low
LXP_1Q6Q,486,low
LY0_3LY0,432,low
LY2_4CFK,360,low
LY4_1UU3,1000000,high
LY7_3KGC,864,medium
LYN_3A74,162,low
LZ0_2VUD,1080,medium
LZ2_2VTH,3,low
LZ3_2VTI,16,low
LZ4_2VTJ,24,low
LZ5_2VTL,8,low
LZ7_2VTN,16,low
LZ8_2VTO,32,low
LZ9_2VTP,32,low
LZA_2VTQ,120,low
LZB_2VTR,18,low
LZC_2VTS,1620,medium
LZD_2VTT,120,low
LZE_2VU3,120,low
LZF_2VVC,19008,high
LZG_2VWO,6336,medium
LZH_2VWL,19008,high
LZJ_2V58,2,low
M00_4L7R,108,low
M01_2VNW,135,low
M02_2VNY,45,low
M03_2VO0,540,medium
M04_2VO3,810,medium
M05_2VO6,270,low
M0A_5AWB,288,low
M0N_2VF6,252,low
M0Y_4M0Y,24,low
M13_2P37,6075,medium
M1C_1QXW,8748,medium
M23_3SRS,6,low
M25_2NMX,36,low
M2N_4CMA,25,low
M2P_1ZAJ,4455,medium
M31_3RML,202752,high
M32_3RMM,50688,high
M35_3M35,1152,medium
M37_3M37,2304,medium
M3L_4YHY,1944,medium
M3N_4PF5,540,medium
M3S_3FCQ,4,low
M41_3RMN,152064,high
M46_4CAO,3888,medium
M4S_3LKA,4,low
M5F_4U2K,18,low
M61_3R7O,777600,high
M67_4BAK,1000000,high
M6S_4BAN,1000000,high
M72_4M73,144,low
M73_4DJP,419904,high
M77_2F2U,174,low
M7P_2XBL,810,medium
M86_4DJQ,1000000,high
M87_4CAM,432,low
M98_2FM0,2304,medium
MA4_4FCF,1000000,high
MA5_3KCU,820125,high
MAH_1DQA,78,low
MB4_4KUY,72,low
MB6_4KUV,48,low
MC5_3B0Q,1584,medium
MCF_4GBD,45936,high
MCO_4C1E,792,medium
MCY_3KFX,198,low
MCZ_3B0T,400950,high
MD0_3T7V,108,low
MD3_3T4V,768,medium
MD6_4IE5,12,low
MDR_1OVG,198,low
ME1_2P93,648,medium
ME4_2P94,360,low
ME8_3KFL,513216,high
MEJ_4GV4,48,low
MEL_4BAH,1000000,high
MEV_4I6Y,108,low
MEX_3OW6,6,low
MEY_3OWD,288,low
MFR_3BHT,2,low
MG0_4MRO,2880,medium
MGP_4TPW,1000000,high
MGT_3WI1,1000000,high
MGV_2V8Y,4752,medium
MH4_2XCK,86400,high
MHA_4BVN,936,medium
MHF_2J4D,95040,high
MHI_3O9P,93312,high
MHR_3BHU,18,low
MI1_3EYG,1080,medium
MI5_3OT8,4320,medium
MIG_3L4W,810,medium
MIY_2XPV,486000,high
MJ5_4BNJ,12,low
MJA_3HLD,1000000,high
MJF_4AW0,1440,medium
MJP_5AJZ,128,low
MJU_4KTN,792,medium
ML0_3HF8,6912,medium
MLO_3R5N,156,low
MLY_2RHU,1944,medium
MLZ_2RHY,1944,medium
MM9_4BAM,1000000,high
MMJ_3VQ5,48,low
MMP_1C1H,20736,high
MMV_4DDR,31104,high
MN0_3TAY,14580,high
MN9_4BWL,162,low
MNA_1KQR,7290,medium
MNI_2OYM,1188,medium
MO9_2G7Y,38880,high
MOA_1MEH,9504,medium
MOJ_3FT8,120,low
MP7_3QC4,288,low
MPX_4ITO,4320,medium
MQY_3O23,2112,medium
MRI_5AUY,2,low
MRK_3F9M,96,low
MRO_3W1R,48,low
MS0_4DDH,40,low
MS4_2WD3,192,low
MS8_3FVG,11880,high
MS9_3MS9,2,low
MSJ_3ARN,5832,medium
MSN_2F7O,44,low
MT4_3EFK,432,low
MTA_3T94,792,medium
MTH_1SD2,792,medium
MTI_1Q1G,264,low
MTP_2AA0,1188,medium
MTX_3QXT,3456,medium
MUC_3DG6,264,low
MUF_3BEJ,1000000,high
MUJ_4AT5,96,low
MUS_1S0J,9720,medium
MUU_2PSU,15552,high
MUV_2PSV,11664,high
MVJ_5AM4,4950,medium
MVP_4U31,36450,high
MW5_2YC3,8,low
MWL_4EWQ,1500,medium
MX1_2AIO,466560,high
MXD_3B6H,30,low
MXN_3GDN,4,low
MXX_3GAM,1,low
MYC_2IOD,2,low
MYR_3EE4,708588,high
MZ1_2QHY,5184,medium
MZ3_2QI0,20736,high
MZ4_2QI1,6912,medium
MZ5_2QI3,46656,high
MZ7_2QI5,139968,high
MZ8_2QI6,5184,medium
MZA_2Y7X,2640,medium
MZO_3DQ0,24,low
MZR_3B1N,396,low
MZT_4BHF,216,low
MZX_3NHS,1,low
N20_1OI9,1620,medium
N22_3FQ0,32,low
N32_4JV3,4320,medium
N3F_3QUD,96,low
N44_3ZSX,1000000,high
N4I_3QPJ,50688,high
N53_4APP,506880,high
N5A_2HCH,1188,medium
N5B_1VYZ,16,low
N5C_3BSN,1000000,high
N5F_3CBF,1000000,high
N5N_4AX9,103680,high
N5O_2HG1,1188,medium
N61_4EYJ,2048,medium
N69_1W8C,270,low
N6M_2XO1,1,low
N6P_4P5E,4752,medium
N6T_4RT2,1000000,high
N76_1OIU,3240,medium
N7F_4A5S,2880,medium
N7I_4EVI,6,low
N7O_3N7O,432,low
N85_3ZCV,180,low
N8M_3H0W,1188,medium
N8P_4AYU,88,low
NAL_1ZH0,24,low
NAR_1EYQ,60,low
NAY_1F74,5832,medium
NB1_2J4G,8910,medium
NBB_3D73,144,low
NBG_3DDS,45,low
NBH_4NIE,622080,high
NBV_2V3D,2430,medium
NC8_3T6I,501120,high
NCD_4C6N,48,low
NCN_1L5O,2376,medium
NCQ_3EUM,2210148,high
NDD_1U4O,3,low
NEA_2IH2,9504,medium
NEC_1QY5,396,low
NEU_5F3M,36,low
NF5_4D2W,232,low
NFA_2EFX,12,low
NFG_1UYQ,1080,medium
NFH_1GKC,1944,medium
NFL_2WM3,24,low
NFW_4CES,1000000,high
NFZ_1YKI,72,low
NG2_4O91,466560,high
NGB_4M82,24300,high
NGE_2WYK,1620,medium
NGO_4C7G,990,medium
NGT_2EPN,990,medium
NH5_3S7B,1000000,high
NH7_2ZIR,60000,high
NHK_3NX7,192,low
NHT_2VVN,3960,medium
NJQ_3NJQ,11520,high
NK8_3QRS,101376,high
NKG_4QHO,24,low
NKI_5AKW,60,low
NKS_3KDU,3072,medium
NLA_2P1O,20,low
NLC_2YY1,2025,medium
NLG_3ZZH,144,low
NLI_3LDX,23328,high
NLP_2GU6,162,low
NMH_1P1R,81,low
NMN_3OCU,2376,medium
NN3_2GIR,2880,medium
NND_2V3E,590490,high
NNG_2P53,4860,medium
NNL_3P0Q,18,low
NNR_2QT0,396,low
NOK_3SUV,45,low
NP8_5A5S,720,medium
NPE_1GAF,46656,high
NPG_1SJD,192,low
NPM_4JIY,300,low
NPO_2ZVP,2,low
NPS_3NT1,16,low
NPV_2QYN,32,low
NR4_3L4Y,433026,high
NRG_1ED5,2592,medium
NS3_3H6U,44550,high
NS7_3H6W,44550,high
NS9_3NS9,34992,high
NSI_2HFP,256,low
NSK_2P8B,3888,medium
NSP_1T9B,4,low
NSS_1X55,114048,high
NTA_1GVC,120,low
NTM_2B7N,4,low
NU3_4C35,4,low
NUP_3WJZ,1188,medium
NUT_4HG7,168960,high
NVB_3LPB,64,low
NVC_3E3U,85536,high
NVP_3QIP,87,low
NVU_4CK2,20,low
NVX_4Z84,132,low
NVZ_3VGW,78408,high
NWL_4B3U,48,low
NX5_3QCK,64,low
NX6_3QH1,288,low
NXP_2YCS,288,low
NXV_3QCL,192,low
NXZ_3QBJ,1320,medium
NYA_2ZMH,1603800,high
NYJ_4UVW,2,low
NZA_2Q5S,192,low
NZL_4CGJ,470448,high
NZO_5CA1,16,low
O09_3A7X,192,low
O15_3A80,576,medium
O19_4BBF,63360,high
O1C_2HB7,1000000,high
O1Z_3RAH,360,low
O23_3WZK,48,low
O38_5AP1,12960,high
O3N_3ZSR,1000000,high
O4N_3ZSQ,1000000,high
O58_3SOR,34560,high
O5U_4CF0,1000000,high
O8A_3O8A,72,low
O8B_3Q3S,144,low
O8G_3O8G,4320,medium
OA1_2W6M,4,low
OA2_2W6N,120,low
OA4_2W6P,4,low
OAE_3NFB,4224,medium
OAF_3M0J,18,low
OAG_3OAF,6,low
OAK_3G2N,90,low
OAL_1N5T,300,low
OAM_3Q2F,72,low
OAN_4AZ6,1080,medium
OAP_1KVO,1000000,high
OAS_5HBG,36,low
OBE_1RIV,8,low
OBG_3KZZ,6,low
OBP_2DE3,4,low
OCA_3WL8,972,medium
OCS_3LYI,36,low
OCV_1HB1,7776,medium
OCZ_5D7P,45,low
ODD_2BAB,1000000,high
ODR_3SVG,48,low
OEF_2J4A,384,low
OEV_3D50,1000000,high
OFG_4CCB,96,low
OGA_4D6S,12,low
OHN_3IX3,1000000,high
OHT_2GPU,69984,high
OLN_3KZK,324,low
OLU_2D1R,132,low
OM1_4CK1,1000000,high
OM2_3ZSZ,456192,high
OMA_4QAF,1000000,high
OMD_3ZDS,20,low
OMK_3OMK,19440,high
OMM_3OMM,38880,high
OMP_2QCL,2376,medium
ON5_3WIF,1000000,high
ONH_3S5W,324,low
ONR_5ALE,2,low
ONZ_4CHN,66,low
OOF_3OOF,38880,high
OPX_4XJW,53460,high
ORA_3OVJ,216,low
ORB_3ZRA,64,low
ORC_3ZRB,32,low
ORO_3ZWT,2,low
OTC_2XPW,162000,high
OTD_2EG7,240,low
OTM_4CRC,6912,medium
OTR_2AN4,12,low
OTS_1RG1,12,low
OYJ_2XC5,19008,high
OYS_3OYS,80,low
OZR_3OZR,1188,medium
OZZ_3OZT,7128,medium
P01_2IZU,11664,high
P03_3LPU,266085,high
P09_3SGT,768,medium
P0A_3R5A,1296,medium
P16_1OPK,48,low
P1D_2AI2,13068,high
P1F_4BNI,1458,medium
P1G_2AI1,39204,high
P1Z_2W98,2970,medium
P22_1T9D,216,low
P2G_2AI3,13068,high
P2H_4JZB,756,medium
P34_4TJW,48,low
P36_3HP2,24,low
P37_3GFE,108,low
P3D_2PLK,209952,high
P3Y_2Z60,144,low
P48_2WIH,10800,high
P4D_3S2N,31104,high
P4G_2GYU,3321,medium
P4O_3FHR,60,low
P51_4AGP,272160,high
P5D_3S2M,31104,high
P61_2YCP,77760,high
P66_3ITZ,216,low
P74_4AGO,408240,high
P7B_3P7B,3712,medium
P7Y_3P7Y,12,low
P83_2VUK,24,low
P8D_3K5X,5184,medium
P96_4AGQ,272160,high
P97_3SHA,6336,medium
P9C_3G11,2160,medium
P9L_4A9L,900,medium
P9P_5EEH,2,low
PA5_1TZC,648,medium
PA7_2GQP,1188,medium
PA9_3M5C,11664,high
PAB_2DZA,2,low
PAC_2INE,10,low
PAF_4PAK,36,low
PAL_4KGV,1728,medium
PAN_1KOJ,324,low
PAO_4A8T,11664,high
PAP_1M4I,256608,high
PAU_4O5F,648,medium
PAZ_2ZSA,3888,medium
PB9_2R2L,194400,high
PBD_4MHY,1728,medium
PBE_4J1O,44,low
PBQ_4NAK,2,low
PBZ_3GY4,8,low
PD2_4NHK,4,low
PD4_3HC8,262440,high
PD6_3HDZ,36,low
PDC_1P9L,3,low
PDD_3DAA,10368,high
PDG_1X2A,373248,high
PEP_5BOE,144,low
PF1_2QCX,96,low
PF4_3HQW,110,low
PF6_3HQY,192,low
PF8_3HQZ,150,low
PF9_3HR1,150,low
PFA_1N46,96,low
PFB_3OQ6,4,low
PFE_1KZ8,432,low
PFF_3F3C,24,low
PFH_2OVV,66,low
PFJ_2OVY,66,low
PFK_3QPN,36,low
PFO_4TN6,27000,high
PFP_2BR1,900,medium
PFQ_2BRB,225,low
PFR_3QPO,3240,medium
PFT_4MP7,22,low
PFU_3MI2,792,medium
PFW_3QPP,3240,medium
PGH_4DEL,12,low
PGI_2CET,1080,medium
PH0_2R59,279936,high
PH2_3ILO,90,low
PHB_4F06,2,low
PHE_3RZI,24,low
PHT_4R51,3,low
PI4_1B6L,1000000,high
PI6_1B6M,1000000,high
PIL_1XON,176,low
PJC_3PJC,71280,high
PL4_3EI6,1000000,high
PLG_2WK9,6912,medium
PLK_4AO4,279936,high
PLO_1Q20,222750,high
PLR_2IEG,72,low
PLU_3B3C,54,low
PM2_2BM2,8640,medium
PMM_2BMB,18,low
PMO_1JHQ,2376,medium
PMS_4Z9A,6,low
PN3_3PN3,216,low
PNN_1GM7,1320,medium
PNS_1OD6,8748,medium
PNT_3GY3,93528,high
PNW_3AI0,180,low
PNX_3ARR,216,low
PO6_4O08,12,low
PP2_3SXS,4,low
PP9_1Z53,13824,high
PPG_1M7Y,124416,high
PPR_2HJP,72,low
PPS_2ZYT,256608,high
PPY_4DQD,20,low
PQA_2BAL,720,medium
PQB_2GFS,1296,medium
PRF_4E2V,4,low
PRP_1I0L,42768,high
PRX_1PG4,21384,high
PRZ_2NND,12,low
PSQ_1DUV,23328,high
PT6_4CV2,576,medium
PTJ_3WDK,769824,high
PTQ_3OGV,4320,medium
PTR_4F5B,864,medium
PU3_1UY6,144,low
PU4_1UY7,144,low
PU6_1UY9,792,medium
PU8_1UYD,576,medium
PU9_1UYE,576,medium
PUP_4OAV,1000000,high
PUW_4A8H,2916,medium
PUZ_1UYI,288,low
PV4_4BNF,72,low
PV8_4MPE,66,low
PVP_4IKR,1620,medium
PW1_4B76,32,low
PWU_5AP6,192,low
PX9_4Y0Q,262440,high
PXG_3ZRR,3456,medium
PXI_2CD8,1000000,high
PXL_3MBH,16,low
PXM_2Z9V,16,low
PXP_3O6D,288,low
PY9_3EKR,44,low
PYI_3D2V,20736,high
PYU_3EKO,2,low
PYV_3OJI,48,low
PYW_4BII,595764,high
PZB_4G48,36,low
PZX_4IE9,12,low
Q03_4U71,270,low
Q04_4U70,810,medium
Q07_4U6Z,162,low
Q0K_4CLX,4,low
Q12_3SR5,4,low
Q13_4LWA,972,medium
Q16_4UGF,3564,medium
Q17_4LM5,54,low
Q19_3SRQ,8,low
Q20_3SRR,12,low
Q21_4IXH,32,low
Q26_3SRU,576,medium
Q27_3SRW,6,low
Q2T_4D08,58320,high
Q31_4CJE,427680,high
Q3C_4KAL,2,low
Q4Q_4B7Z,18144,high
Q67_4ZQO,48,low
Q6W_3Q6W,25920,high
Q9G_2XYU,45,low
QAY_5FPL,36,low
QBH_3QBH,1000000,high
QC5_3ZME,864,medium
QCH_4CEQ,1000000,high
QGF_3Q2G,349920,high
QH3_4CZG,16,low
QHG_5FQR,4320,medium
QIC_4IUO,30,low
QID_3QIO,4,low
QIG_3GXL,24,low
QJ4_4JSL,5886,medium
QJ9_3QJ9,720,medium
QLE_4B7S,1000000,high
QLR_3QLR,12,low
QLZ_3QLZ,96,low
QMS_2BB7,12,low
QN7_4ACU,66000,high
QPP_2JC6,72,low
QQ3_2WRM,2376,medium
QQQ_3GNC,12,low
QRG_3SJX,3456,medium
QRO_3W2J,48,low
QSI_1QTQ,85536,high
QSN_3R7X,432,low
QTP_4E3S,1000000,high
QUD_2WJO,1749600,high
QUE_5AUW,2,low
QUP_5AEP,48,low
QUS_3FEE,24,low
QWI_3ZO4,1350,medium
QWS_4M15,48,low
QYD_5ALP,480,low
QZ3_4UNS,64,low
QZE_4UNR,240,low
QZK_4QKZ,504,medium
QZZ_4UNN,32,low
R11_1G32,384,low
R13_2CBS,60,low
R1P_3QPB,198,low
R21_3NB5,360,low
R24_3HV5,9216,medium
R30_4YLU,1536,medium
R37_1LF2,34992,high
R39_3HV6,1244160,high
R3S_5AL0,48,low
R48_3GCU,9216,medium
R49_3HV3,4608,medium
R4E_4UVS,108,low
R78_4OGI,267300,high
R82_4AA7,264,low
R83_4AC3,17280,high
RAB_3GLQ,198,low
RAJ_3BE2,31104,high
RAL_2QXS,12960,high
RB0_4Q0S,81,low
RB9_3PSY,110592,high
RBE_1RIU,8,low
RBF_4KUK,162,low
RBZ_1D0V,1188,medium
RDF_3DBK,1000000,high
RDL_1NQU,162,low
RE2_3FTU,12,low
RE9_1CBQ,11880,high
REE_3MS5,216,low
RES_4P6P,108,low
REW_2REW,82944,high
RF1_3G1O,1080,medium
RF2_3G1L,4,low
RF3_3G1M,3600,medium
RFN_3UHM,972,medium
RG2_4P8P,12,low
RGG_3GA5,1215,medium
RGK_4BU6,2,low
RGP_2J5V,864,medium
RIE_2R4F,1000000,high
RIO_3C3Z,22275,high
RIS_4NUA,126,low
RIV_2W26,47520,high
RJP_3N86,2160,medium
RKD_4AXA,450,low
RL3_4L90,60,low
RLJ_3RLJ,432,low
RLL_3RLL,216,low
RM1_2C67,66,low
RM8_3RM8,720,medium
RMB_1JHO,1188,medium
RME_3RME,810,medium
RMN_3ZGJ,16,low
RNS_3M0H,54,low
RO0_2FVJ,5760,medium
RO6_3FSK,5400,medium
RO7_3G8I,10368,high
ROA_3QNL,96,low
ROD_3W2N,288,low
ROF_1XOQ,144,low
ROL_3G4K,484,low
RP3_5CX8,198,low
RPB_4BJC,696,medium
RPR_1EZQ,10368,high
RQ3_1G9V,960,medium
RR8_2XBX,19008,high
RRC_3DDQ,5832,medium
RRM_3WVS,1000000,high
RRO_3W1M,2,low
RS3_4G6I,486,low
RSX_3CP6,3465,medium
RT8_2XC3,4320,medium
RTK_4BGK,324,low
RUJ_4BHI,288,low
RUU_4QE1,33,low
RVA_3RV6,144,low
RVC_3RV8,72,low
RVD_3RV9,72,low
RVN_4CJF,2904,medium
RVP_1ME8,2376,medium
RWX_4BAE,6480,medium
RX4_2X97,93312,high
RX5_3Q4B,1000000,high
RYJ_3RYJ,36,low
RYV_3RYV,12,low
RZ8_3RZ8,972,medium
RZH_5AOI,48,low
S0A_3WK4,12,low
S0B_3WK6,528,medium
S0D_3WK7,2,low
S0G_3WKA,60,low
S0I_3WKB,90,low
S14_2FJP,9504,medium
S19_3SRV,1080,medium
S1A_1W96,1000000,high
S25_3TKI,38880,high
S28_3RLW,270336,high
S2I_5A1L,18792,high
S36_4L93,60,low
S3B_3F2P,16,low
S3G_4CJ4,85536,high
S3P_1G6S,360,low
S41_3S41,1152,medium
S44_2ZNN,62208,high
S4M_4BP3,16038,high
S5B_4AKN,72,low
S5D_4CTY,1152,medium
S5P_3L0N,1188,medium
S6I_3MZC,88,low
S6L_5AJW,512,medium
S6P_1XTB,1458,medium
S71_4CTW,1728,medium
S74_4X6X,5760,medium
S7P_4R75,1782,medium
S8A_5CLU,44,low
S8F_4V3V,2592,medium
S8M_5EEG,114048,high
S8Y_4CFD,16896,high
S8Z_4ACX,297000,high
S94_4X6Y,120,low
SA8_2C4T,256608,high
SAG_2V5Z,288,low
SAH_4OY3,114048,high
SAL_3UNC,2,low
SAM_2P02,64152,high
SAV_4O78,288,low
SAW_3OL5,1000000,high
SB0_4FA2,4500,medium
SB4_4LOP,2250,medium
SB9_2AIE,144,low
SC3_2AJ8,360,low
SC7_2QP8,1000000,high
SC8_2R3F,72,low
SC9_2R3G,12,low
SCF_2R3I,72,low
SCJ_2R3J,72,low
SCT_1OF1,198,low
SCX_2R3M,288,low
SCZ_2R3N,144,low
SD1_3MNR,1080,medium
SD4_4DYO,12,low
SDS_4GNY,354294,high
SE8_3MWF,419904,high
SF1_2Q61,192,low
SFF_4K1L,20250,high
SFG_3CBP,64152,high
SFJ_5F9T,810,medium
SFK_4K3K,216,low
SFY_4HWK,16,low
SG4_3T82,270,low
SG6_3T84,270,low
SGV_4TNB,396,low
SGW_4UVY,2,low
SHA_1V0H,2,low
SHH_4R7L,972,medium
SHR_1E5Q,1000000,high
SHX_4IKU,72,low
SHY_1VZQ,1000000,high
SI5_4XXS,5400,medium
SIB_2PLM,114048,high
SIJ_3ZO1,675,medium
SIO_3CL5,21870,high
SIS_4F8U,121500,high
SJJ_4AFJ,64,low
SK2_2F6V,2880,medium
SK3_2F7R,792,medium
SK4_3FRG,16,low
SK7_4JBX,72,low
SK8_4LL5,275,low
SKD_2JKB,18,low
SKE_4QMU,48,low
SKF_1HNN,30,low
SKM_2IYX,60,low
SKO_4UGI,20736,high
SKY_3G2K,540,medium
SLB_2XWV,810,medium
SLM_2XWO,810,medium
SM9_3QKM,1000000,high
SMA_3CX5,52488,high
SMD_4AYP,97200,high
SMG_1SJC,1728,medium
SMR_3QKL,1000000,high
SMS_1EOU,32670,high
SN0_3L02,432,low
SNH_2D41,24,low
SNL_3VHU,1000000,high
SNS_3NZ7,317988,high
SNY_3P9I,4,low
SP6_2OW9,48,low
SPB_3CFB,576,medium
SPD_4JDF,8748,medium
SPV_3MOE,36,low
SR1_2PYW,132,low
SRA_3OCZ,1188,medium
SRE_3GWU,180,low
SRO_4DUE,12,low
SRP_1WLE,42768,high
SRT_2VU7,48,low
SS6_3GCV,9216,medium
SSA_1TKG,28512,high
SSB_3BTO,297,low
SSI_3OZG,23328,high
STC_1L2S,48,low
STE_4WBK,1000000,high
STI_3PYY,17280,high
STJ_3K5V,288,low
STL_4QOH,4,low
STR_2ABA,222750,high
STU_3S95,198,low
STZ_2W4X,540,medium
SU0_3ML2,320,low
SU9_3PY0,132,low
SUO_1YNH,1296,medium
SUY_4GFN,3168,medium
SUZ_3R7M,3168,medium
SW1_3RXM,4,low
SW2_3RXO,12,low
SW4_4B5D,972,medium
SX2_3CJ0,48,low
SX3_3CJ2,30,low
SX5_3CJ4,1440,medium
SX6_3CJ5,10800,high
SX7_3DK7,48,low
SX8_3DKG,48,low
SXX_4Q8B,4,low
SYC_3ANL,12,low
SYD_3ANM,72,low
SYE_3ANN,12,low
SYM_1SD3,144,low
SYR_1WB5,2,low
SYY_3OXI,80,low
SZ8_3RXK,22,low
T05_4HLC,8640,medium
T08_3W0J,18225,high
T11_3D6U,288,low
T26_2Y1O,228096,high
T27_4KFB,288,low
T3A_2R46,9720,medium
T3F_4LXU,1000000,high
T3P_1Z4K,1188,medium
T46_4O9G,1000000,high
T4B_2NNQ,28800,high
T5J_5ALJ,12,low
T6E_4AT4,64,low
T6Q_4BCO,16704,high
T74_3EQR,699840,high
T75_3ZSG,800,medium
TA6_2CIS,594,medium
TA7_3QSA,192,low
TA9_2XII,8910,medium
TAE_2XX3,3888,medium
TBL_3EHY,32,low
TBN_3UQ9,198,low
TBQ_5EAC,324,low
TC8_3G3N,36,low
TCA_2O78,4,low
TCI_3LS4,24300,high
TCL_3OID,9,low
TCU_2X23,1458,medium
TCW_4D7B,96,low
TD3_3N9R,1296,medium
TD4_3N9S,7776,medium
TDC_4D7M,5400,medium
TDE_1QZY,28188,high
TDG_4JC1,17550,high
TDK_2EZ9,1000000,high
TDL_2EZ8,165888,high
TDP_5DGD,20736,high
TDX_1OC2,1000000,high
TE4_4Y0P,5832,medium
TE7_3TE7,108,low
TEG_5DCU,1458,medium
TEU_4H8V,14580,high
TFG_2VQQ,8640,medium
TFN_3PM3,248832,high
TFQ_3D6V,144,low
TFV_4IKT,324,low
TFX_3MYZ,4,low
TG0_4B9K,1408,medium
TG4_5EKJ,23328,high
TG5_5EKM,5184,medium
TGN_2AJX,108,low
TGW_5AL3,60,low
TH2_2CBO,1000000,high
TH4_3C84,66,low
THM_4LZW,198,low
THP_4EQP,7128,medium
TI4_5BRX,4,low
TIH_1MMK,48,low
TII_4ZK4,484,low
TIQ_5ALB,513216,high
TK1_3H1V,4224,medium
TK3_3VTC,801900,high
TKA_3VTB,267300,high
TKT_2WNC,2,low
TL2_1Y5A,30976,high
TL3_1Y5B,30976,high
TLE_4C6Z,792,medium
TLG_4C72,528,medium
TLH_4C73,1584,medium
TLJ_4C70,2376,medium
TLM_2VB8,264,low
TLO_3PFG,1000000,high
TM3_3KPE,1000000,high
TMC_1E2K,198,low
TMG_1YVM,2,low
TMI_2BDM,144,low
TMP_1OI6,1188,medium
TMQ_2X9V,48,low
TNA_3FPF,1000000,high
TNM_3FKB,3888,medium
TNR_4U36,1620,medium
TNV_3FKB,139968,high
TO1_3RE4,198,low
TOE_4ARV,19683,high
TOL_1ZUA,288,low
TOP_4KM2,16,low
TOR_3HKU,32670,high
TOY_4XJE,30375,high
TP0_3APV,3132,medium
TP9_2IHU,139968,high
TPI_1BZC,5184,medium
TPM_1F3D,180,low
TPO_2W08,72,low
TPP_2PGO,20736,high
TPS_5DD7,576,medium
TPU_2WVA,20736,high
TPW_2JI6,41472,high
TQ1_2YER,8,low
TQ2_4E1M,96,low
TQX_4E1N,1440,medium
TR4_3NBW,36,low
TR7_4B2L,24,low
TRA_1L5J,48,low
TRD_2GSM,29646,high
TRE_4KZV,1350,medium
TRH_4J7G,1000000,high
TRP_1TF8,48,low
TSA_2FP2,12,low
TSB_1EVL,28512,high
TSF_2C94,157464,high
TSN_1T64,72,low
TSR_4IV9,20,low
